,Name,University,Sport,Sponsors,Number_Sponsors,Instagram,Twitter,Conference,Insta_dummy,Twitter_dummy,group
4720,Sarah Missroon,Appalachian State University,Volleyball,Barstool Sports,1,sarahmissroon,@Smissroon16,Non Power Five Conference,1,1,1
4721,Jayanna Monds,Siena College,Soccer,Barstool Sports,1,Jayannamonds,@jayannamonds,Non Power Five Conference,1,1,1
4722,Madison Hardy,Columbia University,Basketball,Barstool Sports,1,madisonhardy3,@_madisonhardy3,Non Power Five Conference,1,1,1
4723,Abigail McKeown,Cleveland State University,Soccer,Barstool Sports,1,mckeowna20,@mckeown_abby,Non Power Five Conference,1,1,1
4724,Chloe Rippey,Liberty University,Swimming and Diving,Barstool Sports,1,chloe_rippey,@rippeychloe,Non Power Five Conference,1,1,1
4725,Jacklyn Lavoie,Stetson University,Lacrosse,Barstool Sports,1,jacklynlavoiee,@LavoieJacklyn,Non Power Five Conference,1,1,1
4726,Edmond Aynedjian,University of North Dakota,Tennis,Barstool Sports,1,hiedmond,@supedmond,Non Power Five Conference,1,1,1
4727,Alissa Humphrey,James Madison University,Softball,Barstool Sports,1,Lisshumphrey,@lisshumphrey,Non Power Five Conference,1,1,1
4728,Mariah Sweeney,University of Michigan,Lacrosse,Barstool Sports,1,Mariahsweeney,@mariahsweeney11,Big 10,1,1,0
4729,Julianna Smyth,Saint Joseph's University,Field Hockey,Barstool Sports,1,juliannasmythh,@JuliannaSmyth,Non Power Five Conference,1,1,1
4730,Anna Calcagno,Marshall University,Volleyball,Barstool Sports,1,annacalcagno18,@annacalcagno18,Non Power Five Conference,1,1,1
4731,Antoinette Hill,University of South Florida,Softball,Barstool Sports,1,antxinette,@antxinette_,Non Power Five Conference,1,1,1
4732,Sam Bickley,Appalachian State University,Volleyball,Barstool Sports,1,sammibickley,@SammiBickley,Non Power Five Conference,1,1,1
4733,Ciera Licare,University of Vermont,Lacrosse,Barstool Sports,1,cieralicare,@CieraLicare,Non Power Five Conference,1,1,1
4734,Bekhzod Rasamatov,University of North Carolina at Wilmington,Tennis,Barstool Sports,1,bekhzod_rasamatov1,@BRasamatov,Non Power Five Conference,1,1,1
4735,Megan Evans,Rutgers University,Rowing,Barstool Sports,1,Megan.evans,@megan_evanss,Big 10,1,1,0
4736,Gabriel Fernandes,Stony Brook University,Soccer,Barstool Sports,1,Gabriel.fernandes10,@___Gabriel__10,Non Power Five Conference,1,1,1
4737,Spencer Gray,Auburn University,Tennis,Barstool Sports,1,_spencergray,@spencrgray,Southeastern Conference,1,1,0
4738,Jeramy Shaw,University of Detroit Mercy,Basketball,Barstool Sports,1,Jeramyshaw_,@JeramyDShaw,Non Power Five Conference,1,1,1
4739,Mac Menard,Butler University,Football,Barstool Sports,1,Macmenard3,@macmenard32,Non Power Five Conference,1,1,1
4740,Zach Vaughan,Wake Forest University,Football,Barstool Sports,1,zachvaughan55,@ZachVaughan20,Atlantic Coast Conference,1,1,0
4741,Jake Toomey,North Carolina State University,Cross Country,Barstool Sports,1,Jake_toomey15,@jake_toomey15,Atlantic Coast Conference,1,1,0
4742,David Berkovich,Columbia University,Wrestling,Barstool Sports,1,daveeberk,@daveeberk,Non Power Five Conference,1,1,1
4743,Vincent Bashara,Old Dominion University,Baseball,Barstool Sports,1,Vincent_bashara,@vbash03,Non Power Five Conference,1,1,1
4744,Gabriella Donnelly,Quinnipiac University,Acrobatics and Tumbling,Barstool Sports,1,Gabrielladonnellyy,@gabbydonnelly5,Non Power Five Conference,1,1,1
4745,Grant Weatherford,Georgia Southern University,Basketball,Barstool Sports,1,G_weatherford,@G_Weatherford,Non Power Five Conference,1,1,1
4746,Makenna Maguire,University of Iowa,Field Hockey,Barstool Sports,1,makenna_maguire,@makennamaguire,Big 10,1,1,0
4747,Jake Wright,Mount St. Mary's University,Lacrosse,Barstool Sports,1,jakewright00,@WRIGHTgeousness,Non Power Five Conference,1,1,1
4748,Aldan Johnston,University of Arizona,Swimming and Diving,Barstool Sports,1,Im_all_done,,Pac-12,1,0,0
4749,Clay Craddock,North Carolina State University,Football,Barstool Sports,1,claycrad,@TheRealClayC,Atlantic Coast Conference,1,1,0
4750,Ramez Hassan,Temple University,Rugby,Barstool Sports,1,ramezh28,@ramezh28,Non Power Five Conference,1,1,1
4751,Claire Slaughter,University of Arkansas,Tennis,Barstool Sports,1,claireslaughter,@ClaireSlaugh,Southeastern Conference,1,1,0
4752,Grace Lipponer,Manhattan College,Lacrosse,Barstool Sports,1,grace_lipponer,@gracelipponer,Non Power Five Conference,1,1,1
4753,Abby George,University of Missouri,Softball,Barstool Sports,1,Abbby_georgee,@abbby_georgee,Southeastern Conference,1,1,0
4754,Garrett Olson,Arkansas State University,Baseball,Barstool Sports,1,garrett_olson12,@garrettolson12,Non Power Five Conference,1,1,1
4755,Brandon Anderson,Arkansas State University,Baseball,Barstool Sports,1,b_a_brandon,@bbranderson,Non Power Five Conference,1,1,1
4756,Jack Combs,Arkansas State University,Football,Barstool Sports,1,jcombs_09,@JackCombs5,Non Power Five Conference,1,1,1
4757,Noah Smith,Arkansas State University,Football,Barstool Sports,1,noahsmith_65,@noahsmith_65,Non Power Five Conference,1,1,1
4758,Deris Jackson,Arkansas State University,Football,Barstool Sports,1,Big_Texas99,@derisjackson,Non Power Five Conference,1,1,1
4759,Seth Waters,Arkansas State University,Cross Country,Barstool Sports,1,sethwaters4,@sethwaters404,Non Power Five Conference,1,1,1
4760,Kiley Rodrigues,Arkansas State University,Golf,Barstool Sports,1,kileyrodrigues9,@kileyrodrigues9,Non Power Five Conference,1,1,1
4761,Riley Minard,Arkansas State University,Soccer,Barstool Sports,1,rileyminard,@MinardRiley,Non Power Five Conference,1,1,1
4762,Nejla Zukic,Arkansas State University,Tennis,Barstool Sports,1,nejlazukic_,@nejlazukic_,Non Power Five Conference,1,1,1
4763,Jared Gadd,Xavier University,Baseball,Barstool Sports,1,,,Non Power Five Conference,0,0,1
4764,Bobby Jones,Xavier University,Baseball,Barstool Sports,1,bobby._.jones,@Bobby_Jones34,Non Power Five Conference,1,1,1
4765,Adam Kunkel,Xavier University,Basketball,[],0,,,Non Power Five Conference,0,0,1
4766,Nate Johnson,Xavier University,Basketball,[],0,,,Non Power Five Conference,0,0,1
4767,Zak Swetye,Xavier University,Basketball,[],0,,,Non Power Five Conference,0,0,1
4768,KyKy Tandy,Xavier University,Basketball,Barstool Sports,1,dekeyvann,@kykytandy,Non Power Five Conference,1,1,1
4769,Jack Nunge,Xavier University,Basketball,[],0,,,Non Power Five Conference,0,0,1
4770,Zach Stine,Xavier University,Cross Country,Barstool Sports,1,zach_stine,,Non Power Five Conference,1,0,1
4771,Matthew Rosenberg,Xavier University,Soccer,Barstool Sports,1,matthewrosenberg,@mattrosenberg11,Non Power Five Conference,1,1,1
4772,Bryce Curran,Xavier University,Soccer,Barstool Sports,1,brycecurran,@brycecurran24,Non Power Five Conference,1,1,1
4773,Shashank Reddy,Xavier University,Tennis,Barstool Sports,1,shawshankreddy,@shankreddy23,Non Power Five Conference,1,1,1
4774,Michael Henning,Xavier University,Track and Field,Barstool Sports,1,Mike_Henning18,,Non Power Five Conference,1,0,1
4775,Gus Nations,Xavier University,Track and Field,Barstool Sports,1,nationsiv,@NationsGus,Non Power Five Conference,1,1,1
4776,Shelby Calhoun,Xavier University,Basketball,[],0,,,Non Power Five Conference,0,0,1
4777,Lexi Czerwien,Xavier University,Soccer,Barstool Sports,1,lexiczerwien,@CzerwienLexi,Non Power Five Conference,1,1,1
4778,Olivia Lawson,Xavier University,Soccer,Barstool Sports,1,liv.lawson,@livlivlaw,Non Power Five Conference,1,1,1
4779,Kate Lair,Xavier University,Swimming and Diving,Barstool Sports,1,K8lair,@katelair4,Non Power Five Conference,1,1,1
4780,Kat Lyman,Xavier University,Tennis,Barstool Sports,1,Klymann,@klymannn,Non Power Five Conference,1,1,1
4781,Amanda MacKinnon,Xavier University,Track and Field,Barstool Sports,1,amanda_mac13,@amanda13mac,Non Power Five Conference,1,1,1
4782,Kyren Lacy,University of Louisiana at Lafayette,Football,[],0,,,Non Power Five Conference,0,0,1
4783,Mekhi Garner,University of Louisiana at Lafayette,Football,[],0,Eaaazy20,,Non Power Five Conference,1,0,1
4784,Troy Kruchten,University of Louisiana at Lafayette,Football,Barstool Sports,1,troy_kruchten27,@troy_kruchten55,Non Power Five Conference,1,1,1
4785,Devon Pauley,University of Louisiana at Lafayette,Football,Barstool Sports,1,devon_p1999,@DevonPauley,Non Power Five Conference,1,1,1
4786,Jake Marler,University of Louisiana at Lafayette,Golf,Barstool Sports,1,jake_marler,@jake_marler,Non Power Five Conference,1,1,1
4787,Sonny Fauci,St. John's University,Baseball,Barstool Sports,1,sonnyfauci,@sonnyfauci13,Non Power Five Conference,1,1,1
4788,Joseph Busiello,St. John's University,Golf,Barstool Sports,1,joseph_busiello,@joeybusiello,Non Power Five Conference,1,1,1
4789,Ryan Rittberger,St. John's University,Golf,Barstool Sports,1,ryanritt13,@ryritt13,Non Power Five Conference,1,1,1
4790,Michael Pisanelli,St. John's University,Lacrosse,Barstool Sports,1,mikepisanelli,@mike_pisanelli,Non Power Five Conference,1,1,1
4791,Ro Bryan,St. John's University,Lacrosse,Barstool Sports,1,rolandbryan,@Laxreb1,Non Power Five Conference,1,1,1
4792,Natalie Alheidt,St. John's University,Softball,Barstool Sports,1,nat.alheidt,@AlheidtNatalie,Non Power Five Conference,1,1,1
4793,Olivia Pantale,St. John's University,Track and Field,Barstool Sports,1,olivia_pantale,@oliviaapantale,Non Power Five Conference,1,1,1
4794,"Marquis Grissom, Jr.",Georgia Institute of Technology,Baseball,[],0,,,Atlantic Coast Conference,0,0,0
4795,Tyler Watson,Georgia Institute of Technology,Baseball,Barstool Sports,1,tylerwatson2_,@TJWatson02,Atlantic Coast Conference,1,1,0
4796,Chayden Peery,Georgia Institute of Technology,Football,Barstool Sports,1,Peery661,@peery661,Atlantic Coast Conference,1,1,0
4797,Nick Pendley,Georgia Institute of Technology,Football,Barstool Sports,1,nickpendley,@NickPen74,Atlantic Coast Conference,1,1,0
4798,Michael Devoe,Georgia Institute of Technology,Basketball,[],0,,,Atlantic Coast Conference,0,0,0
4799,Coleman Boyd,Georgia Institute of Technology,Basketball,Barstool Sports,1,colemanboyd3,@coleman_boyd,Atlantic Coast Conference,1,1,0
4800,Kennedy Cowden,Georgia Institute of Technology,Softball,Barstool Sports,1,kennedycowden,@Kennedy_Cowden,Atlantic Coast Conference,1,1,0
4801,Nicole Fegans,Georgia Institute of Technology,Cross Country,Barstool Sports,1,Nicolefegans,@nicolefegans,Atlantic Coast Conference,1,1,0
4802,Elizabeth Patterson,Georgia Institute of Technology,Volleyball,Barstool Sports,1,lizpatt32,@liz_patt7,Atlantic Coast Conference,1,1,0
4803,Ryan Strollo,Fairfield University,Baseball,Barstool Sports,1,rstro27,@strollo27,Non Power Five Conference,1,1,1
4804,Ethan Hibbard,Fairfield University,Baseball,Barstool Sports,1,ethan_hibbard,@EthanHibbard1,Non Power Five Conference,1,1,1
4805,Colin McVeigh,Fairfield University,Baseball,Barstool Sports,1,colin.mcveigh,@colinmcveigh6,Non Power Five Conference,1,1,1
4806,Julianna Kratz,Fairfield University,Field Hockey,Barstool Sports,1,juliannakratz,@JuliannaKratz,Non Power Five Conference,1,1,1
4807,Devin Flores,Fairfield University,Cross Country,Barstool Sports,1,_devin_flores_,,Non Power Five Conference,1,0,1
4808,Evie Wright,Fairfield University,Softball,Barstool Sports,1,Evieewrightt,,Non Power Five Conference,1,0,1
4809,Arianna Lavelle,Fairfield University,Lacrosse,Barstool Sports,1,ariannalavelle,,Non Power Five Conference,1,0,1
4810,Natalia Bertolotti,Fairfield University,Rowing,Barstool Sports,1,natbertolotti12,@Natalia10693318,Non Power Five Conference,1,1,1
4811,Hannah Cross,Fairfield University,Rowing,Barstool Sports,1,hannahcrozz,@hannahcrozz,Non Power Five Conference,1,1,1
4812,Allie Kirby,Fairfield University,Soccer,Barstool Sports,1,alliekirbs,@alliekirbyy,Non Power Five Conference,1,1,1
4813,Shannon Feeley,Fairfield University,Swimming and Diving,Barstool Sports,1,Shannon.feeley,@srfeeley7700,Non Power Five Conference,1,1,1
4814,Eleonore Rembert,Fairfield University,Swimming and Diving,Barstool Sports,1,eleonore.rbt,@EleoRbt,Non Power Five Conference,1,1,1
4815,Scarlett Hutchinson,Fairfield University,Tennis,[],0,,,Non Power Five Conference,0,0,1
4816,Amanda Nowak,Fairfield University,Tennis,Barstool Sports,1,amandalunowak,@amandalunowak,Non Power Five Conference,1,1,1
4817,Peyton Chatagnier,University of Mississippi,Baseball,[],0,peytonchat5,,Southeastern Conference,1,0,0
4818,Jacob Gonzalez,University of Mississippi,Baseball,[],0,jake.jjg,,Southeastern Conference,1,0,0
4819,Kevin Graham,University of Mississippi,Baseball,[],0,kevgraham35,,Southeastern Conference,1,0,0
4820,MoMo Sanogo,University of Mississippi,Football,[],0,,,Southeastern Conference,0,0,0
4821,Jalen Cunningham,University of Mississippi,Football,Barstool Sports,1,5ive0_,@5ive0_,Southeastern Conference,1,1,0
4822,Jaemyn Brakefield,University of Mississippi,Basketball,[],0,,,Southeastern Conference,0,0,0
4823,Matthew Murrell,University of Mississippi,Basketball,[],0,,,Southeastern Conference,0,0,0
4824,Costen Campion,University of Mississippi,Track and Field,Barstool Sports,1,_costen_,@_costen_,Southeastern Conference,1,1,0
4825,Destiny Salary,University of Mississippi,Basketball,[],0,,,Southeastern Conference,0,0,0
4826,Saydie Holland,University of Mississippi,Soccer,Barstool Sports,1,Thereal.slimsaydie,@HollandSaydie,Southeastern Conference,1,1,0
4827,Ashley Orkus,University of Mississippi,Soccer,Barstool Sports,1,ashorkus24,@ashorkus24,Southeastern Conference,1,1,0
4828,Samara McConnell,University of Mississippi,Track and Field,Barstool Sports,1,samara.beth,@samara_beth,Southeastern Conference,1,1,0
4829,Andrew Ciufo,Georgetown University,Baseball,Barstool Sports,1,andrew_ciufo,@AndrewCiufo,Non Power Five Conference,1,1,1
4830,Carson Frye,Georgetown University,Baseball,Barstool Sports,1,carson_frye,@carsonfrye4,Non Power Five Conference,1,1,1
4831,Khalil Saunders,Georgetown University,Football,Barstool Sports,1,Khalilsaunders_,@kgb_2001,Non Power Five Conference,1,1,1
4832,Noah Gick,Georgetown University,Football,Barstool Sports,1,noah484,@noahgick_23,Non Power Five Conference,1,1,1
4833,Stephen Brooks,Georgetown University,Football,Barstool Sports,1,_stephenbrooks_45_,@_brooksie__,Non Power Five Conference,1,1,1
4834,Brady Weas,Georgetown University,Football,Barstool Sports,1,bweas54,@brady_weas,Non Power Five Conference,1,1,1
4835,Dylan Hatajik,Georgetown University,Football,Barstool Sports,1,dylan_hatajik,@DHatajik,Non Power Five Conference,1,1,1
4836,Victor Muresan,Georgetown University,Basketball,Barstool Sports,1,victormuresan22,@victormuresan1,Non Power Five Conference,1,1,1
4837,Kelly Grace Richardson,Georgetown University,Rowing,[],0,thekellygrace,,Non Power Five Conference,1,0,1
4838,Andrew Robinson,Georgetown University,Cross Country,Barstool Sports,1,drew.19_,@Track_Drew,Non Power Five Conference,1,1,1
4839,Josiah Lauver,Georgetown University,Swimming and Diving,Barstool Sports,1,josiahlauver,@J_Lauver0713,Non Power Five Conference,1,1,1
4840,Jazmyn Harmon,Georgetown University,Basketball,Barstool Sports,1,jaz_harmon,@JazHarmon,Non Power Five Conference,1,1,1
4841,Celia Walsh,Georgetown University,Lacrosse,Barstool Sports,1,celiawalsh9,,Non Power Five Conference,1,0,1
4842,Abigail Sauvigne,Georgetown University,Rowing,Barstool Sports,1,abby7a__,@asauvs,Non Power Five Conference,1,1,1
4843,Erin Martin,Georgetown University,Soccer,Barstool Sports,1,erindmartin,@erindmartin,Non Power Five Conference,1,1,1
4844,Lauren Cox,Georgetown University,Swimming and Diving,Barstool Sports,1,laurencox1,@Laurenecox1,Non Power Five Conference,1,1,1
4845,Ryan Evangelista,Georgetown University,Swimming and Diving,Barstool Sports,1,ryanevangelista,@ryannne17,Non Power Five Conference,1,1,1
4846,Emilie Ginovker,Georgetown University,Swimming and Diving,Barstool Sports,1,em.ginovker,@emilieginovker,Non Power Five Conference,1,1,1
4847,Brooke Murphy,Georgetown University,Tennis,Barstool Sports,1,brookeemurphyy,@bmurph32,Non Power Five Conference,1,1,1
4848,Christian Bernabe,University of Arkansas at Little Rock,Baseball,Barstool Sports,1,cbern7,@cbernabe7,Non Power Five Conference,1,1,1
4849,Cameron Jackson,University of Arkansas at Little Rock,Track and Field,[],0,King.Jackson234,,Non Power Five Conference,1,0,1
4850,Jaylen Carson,University of Arkansas at Little Rock,Wrestling,Barstool Sports,1,jaylen_carson20,,Non Power Five Conference,1,0,1
4851,Emma Bleasdell,University of Arkansas at Little Rock,Swimming and Diving,Barstool Sports,1,emmableasdell,@emmableasdell1,Non Power Five Conference,1,1,1
4852,Aly Grider,University of Arkansas at Little Rock,Swimming and Diving,Barstool Sports,1,alygrider,@AlyGrider,Non Power Five Conference,1,1,1
4853,Zach Peterson,Furman University,Football,Barstool Sports,1,zach_peterson,@jzachpeterson,Non Power Five Conference,1,1,1
4854,Elijah McKoy,Furman University,Football,Barstool Sports,1,emckoy_,@mckoyeijah,Non Power Five Conference,1,1,1
4855,Pearson Toomey,Furman University,Football,Barstool Sports,1,pearson.toomey,@pearson_toomey,Non Power Five Conference,1,1,1
4856,Evan Cooley,Furman University,Football,Barstool Sports,1,evan.cooley,@Evan_Cooley1,Non Power Five Conference,1,1,1
4857,Parker Stokes,Furman University,Football,Barstool Sports,1,_pswizzy,@pswizzy_,Non Power Five Conference,1,1,1
4858,Max Arnold,Furman University,Football,Barstool Sports,1,maxarnold1,@MaxArnold15,Non Power Five Conference,1,1,1
4859,Joe Anderson,Furman University,Basketball,Barstool Sports,1,joe22anderson,@joe22anderson,Non Power Five Conference,1,1,1
4860,Sebastian Serpa,Furman University,Soccer,Barstool Sports,1,sebasserpa,@_sebasserpa,Non Power Five Conference,1,1,1
4861,Charlie Boone,Furman University,Soccer,Barstool Sports,1,02cboone,,Non Power Five Conference,1,0,1
4862,Hannah Hollander,Furman University,Softball,Barstool Sports,1,hannahholll,@hannahholll,Non Power Five Conference,1,1,1
4863,Becca Crawford,Furman University,Softball,Barstool Sports,1,beccaacrawford,@BeccaCrawford23,Non Power Five Conference,1,1,1
4864,Julia Nicholas,Furman University,Soccer,Barstool Sports,1,julia.nich,@jnichsoccer,Non Power Five Conference,1,1,1
4865,Maggie Pate,Furman University,Tennis,Barstool Sports,1,mags_pate,@MaggiePate13,Non Power Five Conference,1,1,1
4866,Mikaela Schultz,Furman University,Volleyball,Barstool Sports,1,mikaelagschultz,@mikaelaaschultz,Non Power Five Conference,1,1,1
4867,Eli Campbell,Bradley University,Baseball,Barstool Sports,1,elicampbell29,@Campbell2922,Non Power Five Conference,1,1,1
4868,Carson Husmann,Bradley University,Baseball,Barstool Sports,1,carson_husmann,@carson_husmann,Non Power Five Conference,1,1,1
4869,Jordy van der Werf,Bradley University,Softball,Barstool Sports,1,jordyvanderwerf,@Jordyvanderwerf,Non Power Five Conference,1,1,1
